273.15858	1.63298
273.24082	1.63256
273.3245	1.63205
273.4079	1.63147
273.49146	1.63132
273.57416	1.63314
273.65711	1.63497
273.74091	1.63598
273.82398	1.63553
273.90775	1.63506
273.99039	1.63461
274.07334	1.63461
274.15607	1.63475
274.23942	1.63489
274.32386	1.63503
274.40678	1.63517
274.49009	1.63531
274.57242	1.63544
274.65601	1.63558
274.73939	1.63572
274.82224	1.63586
274.90681	1.63601
274.98939	1.63614
275.0727	1.63628
275.15595	1.63642
275.2382	1.63656
275.32258	1.6367
275.40586	1.63684
275.48899	1.63698
275.573	1.63712
275.65598	1.63726
275.73887	1.6374
275.82221	1.63754
275.90482	1.63768
275.98872	1.63782
276.07184	1.63796
276.15485	1.6381
276.23865	1.63824
276.32154	1.63838
276.40503	1.63852
276.48783	1.63866
276.57142	1.6388
276.65543	1.63894
276.7381	1.63908
276.82093	1.63922
276.90406	1.63936
276.98725	1.6395
277.07096	1.63964
277.15436	1.63978
277.23734	1.63992
277.32081	1.64006
277.40476	1.6402
277.48691	1.64033
277.56992	1.64047
277.65433	1.64062
277.73707	1.64075
277.81992	1.64089
277.90342	1.64103
277.98673	1.64117
278.06995	1.64131
278.15272	1.64145
278.23682	1.64159
278.31953	1.64173
278.40293	1.64187
278.48597	1.64201
278.56953	1.64215
278.65235	1.64229
278.73597	1.64243
278.81931	1.64257
278.90168	1.64271
278.98551	1.64285
279.0694	1.64299
279.15235	1.64313
279.2349	1.64327
279.31824	1.64341
279.40189	1.64355
279.48456	1.64369
279.56803	1.64383
279.65125	1.64397
279.73438	1.64411
279.81827	1.64425
279.90043	1.64438
279.98426	1.64452
280.06721	1.64466
280.15067	1.6448
280.23356	1.64494
280.31657	1.64508
280.40128	1.64522
280.48395	1.64536
280.56629	1.6455
280.65024	1.64564
280.73398	1.64578
280.81638	1.64592
280.89976	1.64606
280.98368	1.6462
281.06571	1.64634
281.14936	1.64648
281.23298	1.64662
281.31629	1.64676
281.39893	1.6469
281.48255	1.64704
281.56568	1.64718
281.64847	1.64732
281.73215	1.64746
281.81531	1.6476
281.89786	1.64774
281.98185	1.64788
282.06461	1.64802
282.14756	1.64815
282.2306	1.64829
282.31519	1.64844
282.39774	1.65234
282.48023	1.65064
282.56373	1.65472
282.64701	1.65866
282.73078	1.65878
282.81434	1.66624
282.89612	1.6642
282.98047	1.66341
283.06281	1.66347
283.14701	1.66064
283.22907	1.65488
283.3136	1.65136
283.39661	1.65836
283.47962	1.65672
283.56284	1.657
283.64646	1.66166
283.72861	1.66435
283.81196	1.66314
283.8953	1.66192
283.97956	1.6587
284.06241	1.65516
284.14558	1.65162
284.22773	1.65125
284.31202	1.65157
284.39432	1.65188
284.47867	1.65216
284.56135	1.65222
284.64484	1.65228
284.72764	1.65234
284.81113	1.6524
284.89362	1.65246
284.97834	1.65252
285.06098	1.65257
285.14402	1.65263
285.22684	1.65269
285.31034	1.65275
285.39246	1.65281
285.47605	1.65286
285.55912	1.65292
285.64362	1.65298
285.72489	1.65304
285.80936	1.6531
285.89234	1.65316
285.9762	1.65322
286.05851	1.65327
286.14268	1.65333
286.22498	1.65339
286.30832	1.65345
286.39103	1.65351
286.47489	1.65357
286.5575	1.65362
286.64185	1.65368
286.72456	1.65374
286.80726	1.6538
286.89136	1.65386
286.97419	1.65392
287.05692	1.65398
287.14118	1.65403
287.22376	1.65409
287.30716	1.65415
287.39011	1.65421
287.47334	1.65427
287.5564	1.65433
287.64057	1.65439
287.7226	1.65444
287.80646	1.6545
287.88929	1.65456
287.97281	1.65462
288.055	1.65468
288.13889	1.65474
288.22181	1.65479
288.3053	1.65485
288.3888	1.65491
288.47187	1.65497
288.5543	1.65503
288.63807	1.65509
288.72135	1.65514
288.80436	1.6552
288.88697	1.65526
288.9701	1.65532
289.05341	1.65538
289.13694	1.65544
289.21772	1.65549
289.29795	1.65555
289.3841	1.65561
289.47083	1.65567
289.55192	1.65573
289.63566	1.65579
289.71839	1.65584
289.80198	1.6559
289.88563	1.65596
289.96955	1.65602
290.05286	1.65608
290.13483	1.65614
290.21766	1.6562
290.3014	1.65625
290.38465	1.65631
290.46717	1.65637
290.54969	1.65643
290.63355	1.65649
290.71644	1.65655
290.80033	1.65661
290.88245	1.65666
290.96567	1.65672
291.0499	1.65678
291.13367	1.65684
291.215	1.6569
291.29954	1.65696
291.38154	1.65701
291.46537	1.65707
291.54813	1.65713
291.63135	1.65719
291.71466	1.65725
291.79743	1.65731
291.8805	1.65736
291.96396	1.65742
292.04709	1.65748
292.13044	1.65754
292.21326	1.6576
292.29719	1.65766
292.37937	1.65771
292.46262	1.65777
292.54621	1.65783
292.62912	1.65789
292.71189	1.65795
292.7959	1.65801
292.87775	1.65806
292.96259	1.65812
293.04496	1.65818
293.12815	1.65824
293.21076	1.6583
293.29438	1.65836
293.37708	1.65842
293.45945	1.65847
293.54215	1.65853
293.62708	1.65859
293.70832	1.65865
293.7916	1.65871
293.87461	1.67104
293.95862	1.66129
294.0413	1.66392
294.1248	1.67089
294.20808	1.67268
294.29124	1.66985
294.37324	1.66976
294.4568	1.67021
294.53928	1.68126
294.62302	1.67775
294.70566	1.67861
294.78846	1.67603
294.87287	1.66906
294.95487	1.66994
295.03782	1.67252
295.12049	1.67371
295.20365	1.67354
295.28758	1.67337
295.37052	1.6732
295.45365	1.67303
295.5359	1.67286
295.61936	1.67268
295.702	1.67251
295.78483	1.67234
295.86744	1.67952
295.95102	1.67453
296.03382	1.67065
296.11631	1.67694
296.19965	1.67246
296.28257	1.68002
296.36518	1.68353
