250	10.4
288	10.4
288.1	10.4
288.2	10.4
288.3	10.4
288.4	10.4
288.5	10.4
288.6	10.4
288.7	10.4
288.8	10.4
288.9	10.4
289	10.4
289.1	10.4
289.2	10.4
289.3	10.4
289.4	10.4
289.5	10.4
289.6	10.4
289.7	10.4
289.8	10.4
289.9	10.4
290	10.4
290.1	10.4
290.2	10.4
290.3	10.4
290.4	10.4
290.5	10.4
290.6	10.4
290.7	10.4
290.8	10.4
290.9	10.4
291	10.4
291.1	10.4
291.2	10.4
291.3	10.4
291.4	10.4
291.5	10.4
291.6	10.4
291.7	10.4
291.8	10.4
291.9	10.4
292	10.4
292.1	10.4
292.2	10.4
292.3	10.4
292.4	10.4
292.5	10.4
292.6	10.4
292.7	10.4
292.8	10.4
292.9	10.4
293	10.4000033717
293.1	11.3949874371
293.2	11.8
293.3	12.1058722109
293.4	12.3595917942
293.5	12.5794494718
293.6	12.7748684174
293.7	12.9514701644
293.8	13.1129319933
293.9	13.2618176043
294	13.4
294.1	13.5288975694
294.2	13.6496153619
294.3	13.7630343442
294.4	13.8698703146
294.5	13.9707142143
294.6	14.066060556
294.7	14.1563279942
294.8	14.2418745425
294.9	14.3230090492
295	14.4
295.1	14.4730823709
295.2	14.5424630354
295.3	14.6083250825
295.4	14.6708313008
295.5	14.7301270189
295.6	14.7863424399
295.7	14.8395945761
295.8	14.8899888641
295.9	14.9376205218
296	14.982575695
296.1	15.0249324319
296.2	15.0647615159
296.3	15.1021271782
296.4	15.1370877129
296.5	15.1696960071
296.6	15.2
296.7	15.2280430818
296.8	15.2538644398
296.9	15.2774993593
297	15.2989794856
297.1	15.3183330509
297.2	15.3355850717
297.3	15.3507575178
297.4	15.3638694584
297.5	15.3749371855
297.6	15.3839743178
297.7	15.3909918854
297.8	15.3959983987
297.9	15.3989999
298	15.4
350	15.4
